id,batch,longDescription,country,tags,status
1072,W16,"At Silver, they are building the world's first miniaturized Raman spectroscope for consumers. Our spectroscope, combined with our proprietary nanoparticle substrates, enables our users to detect many contaminants instantaneously.",United States of America,"['Hard Tech', 'Diagnostics', 'Nanotechnology']",Inactive
1070,W16,"Restocks offers its users with instant notifications when the brands they like releases new items, restocks, and go on sale. The company offers its users with commerce and builds engaging shopping experiences on mobile platforms. It is funded by Y Combinator and angel investors. It helps its users stay updated with the brands they like, choose the updates they care about, view recent releases, restocks, and price drops, check stock and buy without leaving the app, and save profiles to check out.

Restocks is a U.S.-based company that was founded in 2015.",United States of America,"['E-Commerce', 'Fashion']",Inactive
1069,W16,,,,Inactive
1066,W16,"Kisan Network is a tech enabled and fully integrated PAN India agri produce supply chain. We connect small and marginal farmers directly to businesses anywhere in the country, with each step digitally captured and monitored on our proprietary management portal. As a result, farmers are able to earn 10% more than prevalent market prices for their produce.

Our system, built on the 3 pillars of 
1) 100% integration
2) Standardisation w.r.t. on-field practices and,
3) Transparency for all stakeholders

is a departure from the opaque and inconsistent traditional supply chain which thrives on the high levels of fragmentation in the ecosystem. There is 0% use of paper in our entire chain, with specific focus on building a national agri repository of micro level stakeholder information and on image / data driven automated crop quality assessment.",India,"['Supply Chain', 'Agriculture']",Inactive
1064,W16,"Georgette Packaging makes it easy to design and manufacture conscientious, branded packaging.",Canada,"['Logistics', 'Climate']",Inactive
1062,W16,"Cover is an Android and iOS mobile application that allows its users to insure anything by taking a picture of what they need to insure. It partners with many insurance companies and brokers to provide its users with the best available rates. The application allows its users to insure vehicles, mobile phones, pets, jewelry, houses, boats, tours, and more. It was launched in Toronto, Ontario, Canada.",United States of America,['Insurance'],Inactive
1061,W16,Envyl is an affordable and fast international peer to peer delivery.,United States of America,"['Delivery', 'E-Commerce', 'Logistics']",Inactive
1060,W16,"Elucify believes that good data is the foundation of effective sales organizations. Their mission is to build the infrastructure that enables salespeople to focus on their passion: selling.

Elucify was acquired in 2018 by Circleback. ",United States of America,['SaaS'],Inactive
1059,W16,"TRAC is a Chicago based startup that is focused on simplifying the track and field experience using innovative RFID technology, cellular data transmission, and unique application based software. Our integrated RFID timing system is the best in market for coaches and athletes in time based sports due to its precision, immediate feedback, and ease of use, thus saving time, effort, and money.",United States of America,['Sports Tech'],Inactive
1046,W16,"Anchor Health is a software, hardware, and operating solutions for distributed health care networks and providers.",United States of America,['Health Tech'],Inactive
1045,W16,"Poppy is a modern childcare solution for modern families. We set your family up with a team of talented and thoroughly vetted sitters. Then you just text us when you need a sitter. Simple.

So you can get back to juggling dinners and dance recitals. Stop worrying about being stuck without care when you need it.",United States of America,,Inactive
1040,W16,"We’re taking everything we know as security engineers, automating it, and making it easy for everyone to use.",United States of America,['Security'],Inactive
1039,W16,"Interstate Analytics helps marketers make smarter decisions. The customers of the company are Betabrand, Outdoor Voices, EVERLANE, and JACK ERWIN. It pulls in its users’ visit, conversion, and spends data across all channels and centralizes it in a dashboard. It allows its users to spend less time wrangling data and more time acting on it. It applies attribution models to its users’ data that take into account all consumer touchpoints and makes better spend allocation decisions with accurate performance data. The company deterministically syncs marketing spends and conversion data across devices.

Interstate Analytics was founded in 2015.",United States of America,"['Analytics', 'Marketing']",Inactive
1035,W16,"ConstructVR is the simplest way for businesses to manage, and deploy VR and AR apps at scale.",United States of America,['AR'],Inactive
1031,W16,"Castle manages rental homes for landlords using automation and on-demand labor.
We find tenants, collect rent, and coordinate maintenance, allowing owners to kick back, relax, and never worry about their rental properties again. Owners either have to deal with this whole mess themselves, or spend 10% of their rental income on a traditional property management company that requires constant supervision and is often incentivized to act against the owner’s best interest.
There are 43 million rental units in the United States, and most of them are currently managed with some combination of faxes, mail, and unreturned voicemails on the landlord’s personal phone. Castle moves all of property management into a seamless online experience, providing owners with transparency, speed, and incredible customer service—plus huge cost savings over traditional management. Renters get great service and instant updates about important issues.",United States of America,['Real Estate'],Inactive
1029,W16,HOA operations made simple. Monthli is a SaaS platform which powers Homeowner Associations to more easily run their business operations.,United States of America,['Marketplace'],Inactive
1027,W16,"Start Closing is the best project and customer tracking tool for the restoration roofing industry. Our product aims to provide Contractors a streamlined way toward transparency with the customer, efficiency within their own organization, and accountability throughout the restoration claim process.",United States of America,"['Insurance', 'Home Services']",Inactive
1026,W16,"Open Motors (formerly OSVehicle): open, modular, electric vehicle platforms allow new and existing car manufacturers to develop their own models saving up to two years of R&D and millions of dollars in investments. At the same time, it is a reference platform for mobility startups to embed and develop their technology on.
Open Motors (formerly OSVehicle) is also developing “EDIT”, the first self-driving vehicle designed & engineered for services in white label, extremely modular & open. Fleets can last 10X more thanks to an easy repairability & upgradeability.

For more info visit www.openmotors.co",United States of America,"['Electric Vehicles', 'Self-Driving Vehicles']",Inactive
1024,W16,"Enflux makes motion capture clothing for the masses. We are a technology platform serving Virtual Reality, Fitness, and Health through our open API. Our customers include Hasbro, The Jim Henson Company, and many more.",United States of America,['Smart Clothing'],Inactive
1023,W16,"Unima developed a fast and low-cost diagnostic and real-time disease surveillance that allows anyone to diagnose a disease directly where the patient is, without using lab equipment, with results in 15 minutes and at a very low cost.",Mexico,"['Health Tech', 'Biotech', 'Diagnostics']",Inactive
1011,W16,,United States of America,['Medical Devices'],Inactive
1008,W16,"The DoseDr mobile app gives diabetics better control over their disease by helping them adjust their insulin doses between doctor visits. They connect patients to a doctor, who can help them immediately when an issue arises. No appointment necessary, and it's free! Patients are welcome to invite their current doctor to join DoseDr.",United States of America,['Health Tech'],Inactive
1003,W16,"WorldCover offers peer-to-peer investments that provide insurance to the global poor. We connect a growing pool of investors who seek uncorrelated investment returns and impact from their capital with a huge and growing need for natural disaster insurance in the developing world.  

WorldCover's platform improves food and income security for smallholder farmers in developing countries. More than 70% of the 2.5 billion people living at the “base of the pyramid” throughout the world rely on agriculture for income and sustenance. Farmers face a number of major risks to their livelihoods which they cannot control. Insurance gives them a sense of security even if they have a bad harvest, allowing them to improve their diets, invest in their farms, and send their children to school.

In an increasingly interconnected world, diversified markets are becoming harder and harder to find. WorldCover's investment products offer both retail and professional investors attractive yet uncorrelated returns with the world's financial markets.",United States of America,"['Fintech', 'Insurance']",Inactive
1002,W16,"UpLabs is a website for designers and developers to find and share resources to build apps and sites. Every day, the UpLabs community uploads new quality and curated content.",United States of America,"['Marketplace', 'Community']",Inactive
1001,W16,"The only kid-friendly WIFI toy messenger. Use our free app to message our toys from your phone & your child can reply right back!

After securing funding from both Amazon and Verizon and getting into Y Combinator, Toymail has just launched the ""Talkies""​  - a quirky new line of plush toys that let friends and family exchange messages with kids for two-way voice talk. 

With Toymail's Talkies kids can: 

• Send messages to grownup's phones with the free Toymail app
• Send messages directly to other friend's Talkies.
• Play for hours on or offline with our on-board voice filtering software",United States of America,"['IoT', 'Kids']",Inactive
1501,S16,"Loco AI is dedicated to the development of low-cost, compact laser radars for unmanned vehicles. Its market price is one-tenth of that of its current counterpart, and it is dedicated to the commercial development of unmanned vehicles.",,"['Hardware', 'Automotive']",Inactive
1437,S16,"Skylights is a wearable immersive cinematic entertainment for captive audiences.  SkyLights started in the planes, as passenger inflight entertainment.

SkyLights enables patients and passengers to tune out of their environment and escape by enjoying premium cinematic entertainment using VR headsets.

Skylights integrates content licensing deals, secure software, headset hardware, and operations. All four are sold as a subscription service. Skylights is now developing in BtoC.

The company is incorporated in the US.",United States of America,"['VR Health', 'Entertainment', 'Airlines']",Inactive
1432,S16,"API that estimates utility costs for 100M+ homes. Helps real estate sites, building industry suppliers, solar companies, and lenders target, engage, and convert more customers. ",United States of America,"['Real Estate', 'API']",Inactive
1304,S16,"Reebeez develops efficient solid-state thermoelectrophotovoltaic microengines for UAVs that achieve flight times and payloads unrivaled by batteries and fuel cells.

Due to weight limitations of engines, small aerial vehicles must rely on lithium polymer batteries that result in disappointing flight times and payloads. Reebeez presents a propulsion ​system powered by thermoelectrophotovoltaics (TEPV) that runs on lightweight combustible fuels to attain specific energy eight times better than lithium polymer batteries - at a third of the cost.",United States of America,['Aerospace'],Inactive
1303,S16,"The Digital Mortgage Company

Lenders will write $1.5T of home mortgages in 2017, and will have to evaluate every single borrower's ability to repay. This is expected to cost the industry $15B in human labor. We talked to these humans, and learned that they spend 1/3 of their time just asking other humans for documents and data that are almost universally available online. While the market is slowly moving to transactional data, Lendsnap is the only company helping lenders get ahead of the competition by delivering original electronic documents and data sets. That means portfolios of our lender customers stay completely liquid in the secondary market. No one else can offer that today.

Lendsnap instantly gathers the original borrower documents and data for lenders by linking to consumer financial accounts. We increase loan origination team productivity by 25%+ and save applicants several hours on each application as well. Our intuitive and easy-to-use workflow makes it easy and safe for borrowers to turn in and for loan officers to receive the necessary documents for lenders to make a credit decision.

As the only company delivering the right documents and data to originate non-agency loans such as VA, FHA, and subprime, we are able to work with all types of lenders. Furthermore, we are uniquely suited to serve mortgage brokers (12% market share) who have to remain flexible to the credit needs of their diverse borrowers. We are the only post-launch company that delivers actual electronic statements straight from source institutions, such as Bank of America, TurboTax, Chase, and hundreds more.",United States of America,['Fintech'],Inactive
1301,S16,"Welcome to the home of wireless presentations on LinkedIn! Follow us for regular updates, blogs, presentation tips, AV advice and more!

Ubiq is a modern meeting room solution that allows users to wirelessly project any content from their tablets or laptops to an existing Projector or TVs. Using our product, you just walk into the meeting room with any device and display your information on the screen seamlessly with just one-click.",United States of America,"['Team Collaboration', 'Video', 'Enterprise']",Inactive
1283,S16,"

",United States of America,"['Marketplace', 'Cryptocurrency']",Inactive
1282,S16,Y Combinator S16 Batch. Nanoparticle fluorescent tracers for reservoir characterization in geothermal and oilfield applications.,United States of America,"['Hard Tech', 'Nanosensors']",Inactive
1279,S16,"Xberts is an online shopping community that helps people find the best daily deals, get money-saving tips from experts, win reward points for Free Gift Redemption and more. Millions of users have joined our community to explore and share special offers every day, which makes Xberts your go-to destination for online shopping!

We're an international startup company backed by leading investors from both Silicon Valley and Asia including Y Combinator, YCVC Fund, Plug&Play, AV Capital, M&S Partners, Monad Ventures, Dropbox's Early Employee, etc. In 2017, Xberts was recognized by Forbes as one of the ""Top10 Startups Using Tech to Change People's Lives in Asia"".

For more details, please visit our website at:  www.xberts.com",United States of America,['E-commerce'],Inactive
1278,S16,,,['API'],Inactive
1273,S16,"Starsky Robotics is an autonomous truck startup aiming to make our roads safer while providing truck drivers with jobs that bring them back to their families.

Learn more at: www.starsky.io

Interested in joining the team? Apply at: https://jobs.lever.co/starskyrobotics?",United States of America,['Autonomous Trucking'],Inactive
1268,S16,"Headquartered in Palo Alto, CA, Seerslab is a media tech and content start-up company that provides the latest Augmented Reality technologies and contents to global smartphone maker, telco and application developers. ",United States of America,['Augmented Reality'],Inactive
1267,S16,"Drivezy, the next generation car & bike sharing platform is here to transform the way vehicles are made, purchased and used. We envision a future where owning a car or bike will be a thing of the past. We're the fastest growing firm in the car & bike rental business in India.

Android App: https://play.google.com/store/apps/details?id=in.justride
iOS App: https://itunes.apple.com/in/app/drivezy/id1048221336?mt=8",India,['Marketplace'],Inactive
1250,S16,"Airo Health is a fast growing Y Combinator-funded company building a next generation armband that has changed people think about their health. We are a multidisciplinary team that brings together expertise in biomedical engineering, user experience, artificial intelligence, software engineering, hardware engineering, and manufacturing.

Mental Health, an issue often neglected, directly affects your overall health, quality of life, and productivity. Airo is your companion through the stressful times. It sits on your arm and automatically tracks when you’re getting anxious and recommends easy tweaks that reduce stress.",United States of America,"['Artificial Intelligence', 'Mental Health Tech']",Inactive
1248,S16,Get care at home for mom or dad from trusted professionals in their neighbourhood.,Canada,"['Marketplace', 'Healthcare']",Inactive
1242,S16,"Coub is a short looped video service. They are easy to create online and can be featured with soundtrack. The resulting videos are highly viral, thats why Coub is a fast growing. It has already more than 51M unique visitors per month.",Russia,"['Social Media', 'Video']",Inactive
1240,S16,"Robby Technologies is building self-driving robots for last-mile delivery of food, groceries and packages. It was founded by two MIT PhDs in computer vision and robotics, selected into Y Combinator program in summer 2016, and featured by TechCrunch as one of the top startups. With the mission to make delivery affordable and convenient for everyone, Robby Technologies has partnered with major US delivery companies for pilot deliveries in the Bay Area since 2016.",United States of America,"['Autonomous Delivery', 'Robotics']",Inactive
1238,S16,"Voice AI are changing the way people interact with contents and services. At Mosaix we are building an advanced a language AI platform for enterprise, with a focus on underserved emerging markets. ",United States of America,"['NLP', 'Emerging Markets']",Inactive
1236,S16,"At Clip Health, we are relentlessly executing on the vision to enable accessible, personalized, and actionable health testing, with immediate follow-up, across infectious, metabolic, endocrine, and chronic diseases and conditions. The Clip Platform brings our proprietary glow-in-the-dark nanochemistry in combination with connected easy-to-use hardware and delightful-to-use mobile apps to at-home, point-of-care, and enterprise settings. ",United States of America,"['Hard Tech', 'Hardware', 'Health Tech', 'Medical Devices']",Inactive
1235,S16,"Shield Bio is a precision medicine company with a
proprietary platform that enables reliable nanopore
sequencing in under a minute, in a clinical setting. It is
focused on bringing 3rd generation or ""nanopore""
sequencing into clinical use to deliver on the promise of
precision medicine. Shield is initially using the technology to
improve the treatment of infectious disease and address the
unmet clinical need of sepsis, which kills 300,000 people a
year in the US alone.",United States of America,"['Healthcare', 'Genomics', 'Nanotechnology']",Inactive
1231,S16,"Launched in 2013, CoinTent is a digital wallet and subscription service that enables users to purchase quality content, including articles, videos, blog posts, and more, for micropayments across websites. Its services provide a revenue channel for publishers, supplementing revenue sources such as advertising and subscriptions. CoinTent is based in San Francisco, California, United States.",United States of America,['Advertising'],Inactive
1228,S16,Haywheel is an artisan food marketplace for restaurants and specialty food stores.,United States of America,"['Marketplace', 'Food & Beverage']",Inactive
1227,S16,"Looklive allows you to browse the style of your favorite celebrities and influencers and shop their looks.

Looklive is the next generation for online media and shopping.  Our aim is to be nothing less than the world’s authority and source on the influencers shaping and directing global style and culture.

Looklive Inc. participated in the Summer 2016 batch of Y Combinator.",United States of America,"['Marketplace', 'Social', 'Fashion']",Inactive
1223,S16,Metapacket is a proxy platform that detects & prevents malwares from exfiltration. Effectively rendering malware useless.,United States of America,"['Cybersecurity', 'Enterprise']",Inactive
1220,S16,"Sway is bringing artificial intelligence to the accounting industry. Its first product is an automated bookkeeping service for SaaS companies.

We use a combination of proprietary machine learning models and API integrations to bring our delightfully low-touch experience to the accounting industry.

Learn more: hello@swayfinance.com",United States of America,"['Artificial Intelligence', 'Fintech']",Inactive
1219,S16,Hush is a mobile-first makeup retailer.,United States of America,,Inactive
1218,S16,"Whyd is a free social music platform designed for music lovers to keep, play, and share all of the internet's music.

It is the missing link between places where people post music to stream, like YouTube and Soundcloud, and the places where people share music, like Facebook, and Twitter.

The internet is the biggest source of music ever. There are billions of songs available to stream for free. But the music landscape is fragmented, between the multitude of different platforms where people post music, and the places where people share and talk about music. They believe that music lovers need their own platform, that serves as a tool to organize and listen to the web, and a social network that is seamlessly integrated into the listening and curation experience.",France,['Smart Home Assistants'],Inactive
1209,S16,Our vision is to reduce the paperwork required after each Ambulance run and increase efficiency of the Ambulance operations and create a channel to securely communicate information to the hospitals in a timely manner.,United States of America,"['Health Tech', 'Workflow Automation']",Inactive
1208,S16,Farmstead is an artificial intelligence-powered farm to doorstep grocery delivery startup.,United States of America,"['Artificial Intelligence', 'Grocery', 'Delivery']",Inactive
1203,S16,"Imagine if all your PDF bills could be automatically downloaded every month for your accountant ? 

Say hi to Hellobill.
 
Hellobill is a 1-click solution that automatically downloads all your online PDF bills for your accountant. Uber, Amazon, AWS, Google Apps, Adwords, Facebook Ads, but also utilities bills and many more. 
 
Our users

Hellobill is specifically designed for CEOs, CFOs, Managers and Office Managers that are tired of manual & tedious low-value accounting tasks. 

Our mission

To put an end to the monthly nightmare associated with accounting in SMB. Thanks to Hellobill, our users refocus on what’s important: their business.

Hellobill’s added value

- Improve your efficiency
Do more work in less time with an intuitive software
- Increase productivity
With data flowing automatically, you will make your work easier and faster.
- Focus on adding value
Automate basic functions, freeing up your time for the things that matters.

How does it work?

1. Download the Hellobill desktop app
2. Log in to all your online providers’ accounts once & for all
3. Click on “Fetch my bills” and that's it! All your online bills are automatically downloaded and sorted every month.

Your PDF bills are then sorted by month in your Dropbox. You can share them easily with your accountant. Think of services such as Amazon, Uber, AWS, Github, OVH, your bank and your phone & internet providers.

Security is at the core of our product: using a desktop app allows us to never store our users’ credentials on our servers. We don't have access to your credentials as they are not stored on our side. They sit on your local keychain.",,"['Fintech', 'Payments']",Inactive
1191,S16,"PatientBank helps people gather and share medical records online. The company is backed by Y Combinator, General Catalyst, Khosla Ventures, and others.",United States of America,"['Health Tech', 'Healthcare IT']",Inactive
1189,S16,"Sixa delivers a full computer that operates right from the cloud via a client app. With Sixa you can forget about hardware upgrades and slow performance, and easily run any app, anytime, anywhere and on any device.",United States of America,['Cloud Computing'],Inactive
1186,S16,"The fastest, easiest, and most secure way to checkout in retail stores. Selfycart is working towards a world where there are no lines, and no wait, to checkout. Simply, scan, pay, and go.",United States of America,['Grocery'],Inactive
1185,S16,"Making construction sites safer for workers, and easier to manage for the firms that operate them. 

SmartSite makes active mitigation of health and safety risks automatic, and helps companies comply with regulation. SmartSite combines a rugged, site-deployed smart connected device, with a robust cloud infrastructure and accessible dashboards.",United Kingdom,"['Hardware', 'Construction']",Inactive
1180,S16,"Mindori is the accurate way to search your app by voice for e-commerce companies. Build magical conversational search for your app in minutes, with no learning curve.
""What about shirts that I can wear at a wedding?"". Search over concepts that you may not have thought to index in your database.
""Find a green shirt"" - ""What about in red?"". Make the experience magical for users through context.
Was it ""Koffee Kult"" or ""coffee cult""? Customize speech recognition models for your product catalog and customer queries.
Get started in minutes. Improving the model requires only minutes per day, not hours. Track user preferences and deliver customized suggestions based on their buying behavior and patterns. Export your generated models to popular assistant or chatbot frameworks automatically.",United States of America,['E-Commerce'],Inactive
1523,W17,,United States of America,['Real Estate'],Inactive
1472,W17,"Beek is the app where latinos listen to the best audio content in Spanish from their favorite creators (audiobooks, meditations, audio series, and original content).  Users pay a subscription to access all the content, and creators make money per minute listened. 

There will be an audio platform for the 480M native Spanish speakers and Beek is the team building it. ",Mexico,"['Subscriptions', 'Creator Economy']",Inactive
1553,W17,"No Lean Season reduces the negative effects of seasonality on the poorest in rural agricultural areas by enabling labor mobility that increases incomes. It is a new program that they are testing in Evidence Action Beta's portfolio, based on rigorous experimental evidence.

They give a travel subsidy of $20 to very poor rural laborers so they can send a family member to a nearby city to find a job during the period between planting and harvesting. This is the time in rural areas when there are no jobs, no income, and when families miss meals. This seasonal poverty affects 600 million people around the world.

With a temporary job during this 'lean season,' households are are able to put an additional meal on the table for every member of the family each and every day. That’s 500 additional meals during the lean season.",Remote,['Nonprofit'],Inactive
1550,W17,Anasen is an app that makes data analysis easy and accessible to non-technical business users.,France,['SaaS'],Inactive
1547,W17,Niles is a real-time wiki who lives in Slack and turns chats and docs into team knowledge.,United States of America,"['Productivity', 'Enterprise']",Inactive
1542,W17,SourceBeacon is an on-demand procurement concierge for sourcing products from China. We connect your product requests to our network of verified vendors and deliver quotes directly to you.,,"['Supply Chain', 'Procurement', 'China']",Inactive
1538,W17,"AWS for manufacturing. Founded in 2015 and based in Brooklyn, NY, Voodoo operates a robotic 3D printing factory with over 250 3D printers, capable of making thousands of parts faster than traditionally possible. Voodoo has worked with thousands of customers to date, from engineers and entrepreneurs to companies such as Microsoft, NBCUniversal, Mattel, and Intel. Visit www.voodoomfg.com to learn more.",United States of America,"['Medical Devices', '3D Printing', 'Manufacturing']",Inactive
1534,W17,At Bicycle AI we use the best of machine intelligence with human supervision to provide an exceptional customer service experience.,India,"['Artificial Intelligence', 'Customer Service']",Inactive
1533,W17,"Marketfox is a Marketing Automation software that simplifies Marketing with AI. Launched in 2017, Marketfox is a YC backed company. Its powerful features allow websites to attract, convert, and engage more visitors into customers in the web and app. ",United States of America,['SaaS'],Inactive
1518,W17,FloydHub is a Platform-as-a-Service for training and deploying your DL models in the cloud. Start running your first project in < 30 sec! Floyd takes care of the grunt work so you can focus on the core of your problem.,United States of America,"['AIOps', 'Machine Learning', 'SaaS']",Inactive
1508,W17,"Neema is an app that helps people manage their money as well as send money to other people. Neema is a financial solution for 70 million underbanked Americans. Users download their app, which is a digital wallet, where they can cash their own pay check, send money internationally to their families in 90 countries, and they also provide them with a debit card, which they can use in any store or ATM.",Israel,"['Fintech', 'Payments', 'Remittances']",Inactive
1504,W17,Arylla has created a printable tag that can be scanned with any phone using our API. We piggyback on legacy commercial printers to get our tag onto products at scale and license our API to developers who build services on top of our tag. We are 10x less expensive and much more scalable than alternatives like NFC.,Canada,"['IoT', 'Nanotechnology']",Inactive
1497,W17,"They provide the kiosk, the products, and the software — you just provide the space and they send you a check with your share of the profits at the end of the month.",,"['Hardware', 'Retail']",Inactive
1495,W17,"Rally Tennis is the best way to compete in leagues, find practice partners and improve your tennis game - all within a simple mobile app designed to help you play more tennis.",United States of America,['Sports Tech'],Inactive
1493,W17,"Sycamore is committed to up to date, clear earnings information for contractors. The goal is to let you choose the job that maximizes your earnings.",,"['Marketplace', 'Delivery', 'Logistics']",Inactive
1492,W17,,United States of America,"['SaaS', 'Messaging', 'Calendar', 'SMB']",Inactive
1491,W17,"InnaMed's HomeLab device and software take the hassle out of blood testing and let you access precision medical care from the comfort and privacy of your home. Healthcare providers and researchers can now receive timely clinical reports that they are accustomed to interpreting directly to their EMR, LIMS or EDC system. Trend identification and pattern matching software can guide decision making in the prescription and dosing of therapy and deep integration with the healthcare system and telehealth services allows for data driven care while also ensuring human connection.


",United States of America,"['Biotech', 'Digital Health', 'Telemedicine']",Inactive
1485,W17,"Volt is an electrostimulation wearable to treat diseases like incontinence. The founder has already taken six medical devices to market, including the Cool Sculpting device that sold for billions. Incontinence affects 25 million people and is a $25 billion market. The device stimulates the muscles to get them the give feedback to receptors. This helps those suffering from incontinence to not pee when they don’t want to. The device can also target other conditions like migraines and comes with proprietary technology.",United States of America,['Medical Devices'],Inactive
1483,W17,"Easily onboard, verify IDs, authenticate and continuously verify credentials and the identities of your users - in one place.",United States of America,"['Machine Learning', 'Biometrics', 'AI']",Inactive
1481,W17,"Origin built a kiosk for offices that lets employees buy pre-packed pods from a freezer, and make them into fresh juice smoothies silently in 30 seconds. It works similar to a Keurig coffee machine, but Origin thinks it can use its smoothie maker as a Trojan horse to sell more food and other items inside the 188,000 offices in the US. Right now it earns a 56% margin on the $2.99 pods, recoups the kiosk cost in 7 weeks, and now has $30,000 in monthly recurring revenue as it grows 50% weekly. Fellow juice maker startup Juicero has run into slow demand for its expensive machine and juice subscriptions. But Origin’s in-office commerce model and cheaper pods could have a different fate if the juice tastes right.",United States of America,['Food Tech'],Inactive
1477,W17,,United States of America,"['Scheduling', 'Transportation']",Inactive
1476,W17,"Sudden is great coffee you can enjoy anywhere in just seconds. We buy beans from amazing producers and roasters, brew the coffee by hand and turn it into delicious instant coffee.

Get our 2-Cup Trial Pack FREE Today! https://goo.gl/twP7Jc
Use Code: COFFEERUSH

Featured in The New York Times, Food & Wine, CNBC, VICE News and more. Chosen as one of the Imbibe top 75 brands to try in 2018.

Backed by Y Combinator, Founder Collective, CRV, and Lifeline Ventures.",United States of America,['Food & Beverage'],Inactive
1474,W17,"Tress is a social community app to discover and share beautiful hairstyles.

Many ladies are crazy about their hair. They change their hairstyles often, a lot and radically. Whether they have natural, relaxed, texlaxed or dreads, women are always on the lookout for new and beautiful hairstyle inspiration.

Equally important to many ladies is information about a preferred hairstyle. Information such as the name and location of the salon that had the hair done, the name of the hair-piece/extension or hair-product used on the hair and also the cost of having the hairstyle done at the salon. Women can admit to walking up to complete strangers to ask the detailed questions about hairstyles or stalk accounts on social media for the above information. 

Tress is a fun, simple and easy to use app that addresses the hairstyle needs of women.
It is a social community mobile app for women to find hairstyle inspiration. Women additionally have access to important information about each hairstyle. Information such as the name of the extension/weave used, name of hair-care product, name and location of salon /stylist and price range of the hairstyle.

Users on the app can create a profile and upload their beautiful hairstyles with information such as the salon/stylist name, name of hairpiece/product used and price range for the hairstyle.
A user can follow other users and have other users following them thus creating a vibrant community. Users can have people liking and commenting on their post, increasing engagement and creating a vibrant hair community.


Over time women will have a database of all their hairstyles done over a period of time and can always refer back for",Ghana,"['Community', 'Social']",Inactive
1471,W17,"Zinc Platform, Inc. is focused on providing software that digitizes the last frontier of the mortgage origination process– getting homeowners insurance. Zinc builds technology that integrates with the core systems of today’s modern mortgage lenders to power digital portals for borrowers to procure the homeowners (property) insurance that is required to close a mortgage. Zinc’s technology takes a broken, week-long process and turns it into a delightful five-minute experience. For borrowers, Zinc powers access to all of the nation’s leading insurance carriers. For mortgage lenders, Zinc ensures compliance with underwriting requirements while automating more of the mortgage closing process. Zinc is proudly built in New York City by passionate technologists and business strategists focused on making the process of buying a home a more simple, delightful experience",United States of America,"['Insurance', 'Infrastructure']",Inactive
1467,W17,"Cartcam is a shopping platform that gives people discounts for creating short video reviews. The company hopes to take advantage of the trend of consumers who are 85% more likely to purchase an item after watching a video. Cartcam incentivizes mobile creators to review items by offering them discounts on the items they want to buy. Already 12 percent of users place an order through the platform, and they are all creating content for Cartcam. The company makes money by partnering with brands who pay for the discounts in exchange for content that will sell more goods for them.",,"['E-Commerce', 'Video', 'Marketing']",Inactive
1465,W17,Pulse develops and offers a iPad based application that enables doctors in India to digitize all their patient medical records.,India,"['Health Tech', 'India']",Inactive
1460,W17,LitHit creates smart shooting targets that light up on impact. Their devices connect to your smartphone and helps improve your skills with real-time analytics and games.,,"['Hardware', 'Sports Tech']",Inactive
1453,W17,"Pit.AI Technologies aims at solving intelligence for investment management. We combine bleeding-edge AI research with powerful computing to automatically mine profitable trading strategies in financial markets. 

Our proprietary pipeline departs from the standard portfolio optimization paradigm in that it avoids making unrealistic assumptions on how markets behave, and it applies the expressiveness of our AI techniques on large scale data to automatically detect and exploit new sources of market inefficiencies, rather than testing or verifying human-generated trading ideas, intuitions, or forecasting models.

We believe that the investment management industry is at the dawn of a new AI-led era where trading idea generation will be automated and cost-effective, management fees will be a thing of the past, and fund managers will no longer be paid for merely showing up.",United States of America,"['Artificial Intelligence', 'Investing']",Inactive
1449,W17,,United States of America,['Messaging'],Inactive
1447,W17,"Pearl lets any office, hotel or restaurant serve the world's best coffees & teas at the push of a button.  

Pearl's proprietary brew technology matches the speed and convenience of a Keurig without using wasteful, low-quality coffee pods.   

Our fully compostable single-servings contain freshly roasted whole bean coffees & teas sourced from premier roasters and importers.  We handle installation, upkeep, and automatic re-stocking of an evolving menu that's tailored to your preferences.  

Say goodbye to bad office coffee and upgrade your mornings today! ",United States of America,"['Food Service Robots & Machines', 'Hardware', 'IoT']",Inactive
1445,W17,"Cowlar, a fitbit for dairy cows provides data as a service to help dairy producers optimize operations and improve herd health.

It's simple. You strap it around a cow's neck. It measures temperature, activity and cow behavior. Cowlar makes sense of the data and sends the farmers actionable recommendations on how to:

1. Boost reproduction rates
2. Identify diseases instantly
3. Improve milk yield 
4. We can even tell if someone is stealing your cow ! 

Cowlar is simple, affordable and easy to use. It's rugged, water proof, comes with a 6 Month battery life so farmers dont have to worry about charging and farmers can be sent text messages in any language/ for those who cant read, we can send an automated phone call.",United States of America,"['Machine Learning', 'IoT', 'Agriculture']",Inactive
1440,W17,"Boxouse is the product of curiosity and mishap by Luke and Heather. They build beautiful, sustainable, portable, affordable houses for everyone.

Inspired by portable, modular shipping containers and fed up with paying rising rents in San Francisco for non ideal housing they set out to redefine the landscape in which they lived and rethink housing for modern aspirations.

Boxouse started on a vacant lot in 2013 and quickly grew into a community of friends who all shared a common goal of experimenting with sustainability and building. They still run all their production out of beautiful Oakland California.

Their catalogue offers a variety of houses from minimal to a luxe edition with wheels, solar and full utilities.",United States of America,"['Smart Home Assistants', 'Real Estate']",Inactive
